id,Lexical_Overlap
1,0.37913968890754973
2,0.4874382716049383
6,0.45207732082732077
7,0.4830203597298864
8,0.5224515322076297
10,0.3540286199950065
11,0.499513500420593
12,0.5477464312996969
13,0.523572315272125
14,0.5472329827576398
15,0.4774509157021709
16,0.45077666394797866
17,0.5198360199668844
18,0.4327317594361995
19,0.4926877426877427
20,0.32478406086501754
21,0.3554706805281222
22,0.42093685300207034
23,0.24180505261983878
24,0.4643637103314962
25,0.37748395192827305
26,0.35673072797677596
27,0.42222708638631773
28,0.47259880072380067
29,0.3797591776332041
30,0.3223699070318837
31,0.39372172988436566
32,0.6568794188858149
33,0.3010102597615301
34,0.4394824813429465
35,0.4384163491883381
36,0.44195348630832504
37,0.47676291676291677
38,0.45632826975912083
39,0.2915414393075609
41,0.3576425171252757
42,0.41204400543565484
44,0.5295745675549323
45,0.2679232576516108
46,0.6606298618654204
48,0.49078107768381635
50,0.5003618678372027
51,0.27538557270263997
52,0.22792923437748147
53,0.475391492288044
54,0.3080937261971745
55,0.6490853862912686
56,0.474754404981047
58,0.4877495889123796
59,0.49468013344799616
63,0.38377751058350973
64,0.36033970513389396
65,0.4180180967322342
66,0.3037842377433537
67,0.35471683545212956
68,0.2761475496940613
69,0.41043345227631267
70,0.33466691721584957
71,0.3345824650614963
74,0.4341454411221853
75,0.5316945317719312
77,0.5620352827249379
78,0.500113915427428
79,0.5408726762706223
80,0.42681082158769784
81,0.31146583347658424
82,0.5960229709596885
83,0.36899532923357886
84,0.2788853673467218
85,0.42938377427237734
86,0.5041700692816311
87,0.5031496471031623
88,0.36293490460157124
89,0.3100892760761989
90,0.495256180435289
91,0.4721470264153191
92,0.29650561496403277
93,0.43297363297363295
95,0.3532773109243697
97,0.34607701722178513
99,0.3941303065848765
101,0.4500749362644525
102,0.3586869471108601
103,0.3957579384729577
104,0.43064454614797865
106,0.4521995665097481
107,0.23131157161266436
108,0.4372120282046752
109,0.9166666666666666
110,0.40857619765445286
111,0.3871108835146764
112,0.3664890841454998
114,0.5466769646933546
117,0.3569184570938717
119,0.38997343427828907
120,0.45384209462042263
122,0.5986283897311874
123,0.5532999121090111
124,0.5392124075075979
125,0.41404021605634517
126,0.567741141634615
127,0.3158984071104662
128,0.29858611568170396
130,0.3071814850601487
131,0.27411790672660236
132,0.36186133844262586
133,0.45574136008918614
134,0.45085656421863324
135,0.3610917665265491
136,0.9142512077294686
137,0.3880822877697161
138,0.23795951000043944
141,0.5479597701149426
142,0.3433072276822277
143,0.6031691522762951
144,0.48367003367003364
146,0.3608254073260879
148,0.32720626434289224
150,0.2533859791571413
151,0.5020824395824396
152,0.35982615268329554
154,0.5228178765149588
156,0.4001386686952531
157,0.3549209770114942
159,0.37428087428087425
160,0.433974358974359
161,0.3892478570961199
164,0.7557920474587142
165,0.36769107723210254
167,0.36863308649022936
168,0.5029927487852824
169,0.2773329969444678
170,0.31916878427802414
171,0.6034458023933278
173,0.8041973620920989
174,0.6243386243386243
175,0.4792671579011076
177,0.3795819547137436
179,0.44240459313133734
180,0.34229474229474227
181,0.22864837270009683
182,0.3817926047748276
183,0.5929447364229973
184,0.5615079365079365
185,0.4698103872486093
186,0.38625292884449375
187,0.5714819456047525
188,0.4583908187566725
189,0.36475279106858055
190,0.47522921157789577
191,0.3940106321046665
193,0.31302163174009623
194,0.42823848837780726
195,0.6282383241314375
196,0.5054941415665807
198,0.4129661037555774
199,0.49066734385110194
200,0.41718913031413035
202,0.42554868263919987
204,0.2951304565912436
205,0.33648346680565483
206,0.30509049711741304
207,0.5416260558804419
208,0.36214593478663487
209,0.4394255050505051
210,0.3595647178878513
211,0.5013142336059003
212,0.3129086802435859
213,0.4021712158808934
214,0.5303121571327152
215,0.3419838547197038
217,0.33024883251027054
218,0.5615999058021026
219,0.4959150326797386
220,0.33407043994107327
223,0.3743744199328907
224,0.37338358730547805
225,0.32589759304645155
227,0.3971784757148124
228,0.6139610768583937
229,0.36806291525323526
230,0.5265572390572391
231,0.34547044290312345
232,0.35933446812779285
234,0.36464820709006757
235,0.5096142451567179
236,0.4767581822601676
237,0.39383262812863423
238,0.48017421175315916
242,0.449081857332099
243,0.44983194223315803
245,0.4295774207436627
247,0.31224426392335897
249,0.48817922281874937
250,0.6205164992826399
251,0.3462792120243683
252,0.4851752484399097
253,0.45621989726041656
255,0.7390994186796797
256,0.40488371684492375
258,0.36183418857773497
259,0.3681638086241836
260,0.6179856451595581
261,0.3537438482541881
262,0.31488833772830843
263,0.46697190249821824
264,0.37347965655627363
265,0.29292068861205073
267,0.48484709734709736
269,0.5619358688813701
270,0.2733854626380057
271,0.4632623713442016
272,0.35989822616476985
274,0.6242503805536805
275,0.3564909904612836
276,0.5380845425781838
277,0.42615746683782624
279,0.6335958100276986
280,0.4028913310017927
281,0.34200666874173885
282,0.4288358157567647
284,0.4746061106355224
285,0.5272743868798377
286,0.360660648826819
288,0.46259960106942866
289,0.508531746031746
290,0.6190476190476191
291,0.31210589734503275
294,0.5393943782412005
295,0.33040543026195823
297,0.4784992224821418
298,0.3880634043134043
299,0.45681606689240817
300,0.4842743149653719
301,0.4752830142990326
302,0.4329911771559369
305,0.6168815694340982
306,0.4216031239019744
307,0.2509634081442592
308,0.3840246000200407
310,0.3314025206042013
311,0.582312091503268
312,0.7337962962962962
314,0.38248967838184783
315,0.521746047903867
316,0.785893225548398
318,0.4140608577259041
319,0.30654677233624605
320,0.4429904658793902
321,0.4447677166330417
322,0.3642613570463464
323,0.3882371794871795
324,0.43959053883023635
326,0.3917481167989956
327,0.4827171838552344
328,0.43904333248975447
329,0.4422752183621748
330,0.23761876054979503
332,0.3532748872371514
333,0.6113211479878146
334,0.386464040325829
335,0.27398713973932237
337,0.5885176528969257
338,0.3330840019946507
339,0.3644981554592539
340,0.5466338259441706
341,0.27919538645345093
342,0.5876068376068376
343,0.37766936902966314
345,0.3843062392929529
346,0.6513694145273093
347,0.4810256501687824
348,0.3604351578136744
349,0.4717775109336772
351,0.46916433239962646
352,0.5932329398601778
353,0.40726829816326476
355,0.47634164345735536
356,0.49759437694921566
357,0.43781715133216803
358,0.4396647038362154
360,0.31752960443436634
361,0.3090115675899989
362,0.3889631651673289
365,0.4276932250616461
366,0.27544878289559144
367,0.25382866636063567
368,0.40569920736801346
369,0.6737744508577842
370,0.4922943344937826
371,0.5399123612203865
372,0.37730111631040425
373,0.42354443693186083
374,0.5747095134350036
375,0.35140375604267887
376,0.3405444261719963
377,0.2919262627315939
378,0.33003197644465726
379,0.35870956883537614
381,0.7036111111111111
382,0.3141225258872318
383,0.4188226288298024
384,0.6580186097427477
385,0.4268376273938009
386,0.4755461310264266
387,0.2796036208946101
388,0.42463784016432243
389,0.4785879334898943
390,0.39636815307547013
393,0.35710702014275836
394,0.4407034736933812
395,0.6030415678404184
397,0.4562351626867756
399,0.6088365440262625
400,0.4417126906067756
401,0.5211396411853729
402,0.3360148591829626
403,0.2971797934920151
404,0.6206517220449109
405,0.3670896392110232
407,0.37838354744849706
409,0.46258668535708386
410,0.4806372549019607
411,0.3950415240983192
412,0.5381338183421517
413,0.38664527323270953
414,0.46037822377234167
415,0.24526491509048334
416,0.3214400436606614
417,0.2693043269130226
420,0.49185819157823635
421,0.39020679550646253
422,0.4271943424452604
424,0.30473918188857213
425,0.5479399680456404
429,0.2753840475416951
430,0.45867678725236866
431,0.6740740740740742
432,0.4217243753688766
433,0.5293401805166511
434,0.43959060897086105
435,0.29306731557871374
437,0.4513290229885057
442,0.42808665137933427
443,0.34437483981094524
444,0.3312342567232815
445,0.4306248653307477
446,0.328549413679686
447,0.3698068221081596
448,0.48656276647450225
449,0.5874479841146507
450,0.2947674298921247
452,0.62750518000518
453,0.38026401901954593
454,0.3090553612341779
456,0.3157238412667312
457,0.3208062774443225
458,0.4021195846759757
459,0.324872177810082
460,0.4235649396026755
461,0.6769930672388429
462,0.4530831913184854
463,0.31343143786136
467,0.34539360075815706
468,0.3826278499329115
470,0.3331148811725948
472,0.48952750092284986
473,0.32944678632798524
474,0.3892990066396929
475,0.44844092397392354
476,0.371785652526374
479,0.5945741937589764
481,0.31687273565509483
483,0.5692307692307692
484,0.587966353523575
485,0.42222233227593725
486,0.4268609110310791
487,0.42830173898262497
489,0.3514233816865395
490,0.2947207367795603
491,0.5047697991663509
492,0.6717666864725689
493,0.4414303824540542
495,0.30818220016855996
496,0.540277318033028
497,0.4812916954221302
499,0.35314671939236403
500,0.49297566322393216
501,0.3248524534824524
502,0.41233187509645103
503,0.37409464147225896
504,0.43901459599134013
505,0.29658302402204845
506,0.3538956979366186
507,0.3323141341792704
508,0.4568346842283013
509,0.3345868109025885
510,0.56991452991453
511,0.38654173093828276
512,0.5710525311348121
513,0.4272432609242924
514,0.4254543196381364
516,0.44491047844706383
517,0.49729826992728116
519,0.5377144207575171
524,0.40049375815794863
526,0.5303040628622023
529,0.25646103587435726
530,0.45562828748312617
531,0.46578424497428705
532,0.41720944269963883
535,0.34502906976744185
538,0.47192386675419556
539,0.3407970301743153
540,0.3775983120281366
541,0.4145721583652618
542,0.4672619047619047
543,0.3973128019323671
544,0.3481950364686937
545,0.35465945506390395
546,0.5771985795754896
547,0.40242599742599744
548,0.5301760027478222
549,0.36025029379878765
550,0.36077413502330075
551,0.4567791005291005
553,0.573005698005698
555,0.278089417504847
556,0.38861107386216903
557,0.39744395049778075
558,0.40607793547824705
559,0.4054321119538511
560,0.33845626201807516
561,0.48181470576207414
562,0.6797942833047198
563,0.2494047619047619
564,0.29085444943049227
565,0.31941156187122993
567,0.302200512691465
568,0.45097815764482435
569,0.307909472714383
570,0.3969871518805627
573,0.46373171161642873
574,0.4342535351786823
575,0.36335719472974376
577,0.40462755106650455
578,0.4025784157363104
579,0.4311330925268441
580,0.5134451936347916
581,0.36992196551020085
583,0.349246580493561
584,0.3705508531915182
586,0.40243336231913146
587,0.5027222570396778
588,0.3404210564224894
589,0.4707512169861923
590,0.6846524248698161
591,0.5510334282710354
592,0.37766977503819604
593,0.39326202200855304
594,0.3732491582491582
596,0.5925824175824176
597,0.39177983837213043
598,0.3013606989216745
599,0.3726143346723805
600,0.490742414050447
602,0.5222598003848004
603,0.3871446368969589
604,0.4289124243702042
605,0.23236510702116162
606,0.5320059077174827
607,0.29867234445540275
609,0.38516517635370096
610,0.39449360401384387
611,0.6740789600990751
612,0.4077081876401966
613,0.29101918790897835
614,0.41327417063893307
615,0.4241561990199659
616,0.4594597949391182
617,0.4283639331511672
618,0.31702870279476786
619,0.22559592117064742
620,0.4291909593294682
622,0.5039123115210071
623,0.5368842364532019
624,0.3501894027295544
625,0.40165294187850575
626,0.34867015763161885
627,0.3436838685317387
628,0.43649428560953063
629,0.5897108019159335
631,0.35487003529955735
632,0.34119517869517874
633,0.40910910696823155
634,0.7580645161290324
635,0.5238660842319379
636,0.4261613217698303
637,0.48651464216104334
639,0.5359283429238418
640,0.3596898606395082
641,0.640141562016562
642,0.7020417853751187
643,0.27170964533786485
644,0.37540347079820763
646,0.4925701988112318
647,0.5828853787026058
648,0.3154130097019235
649,0.5849796436880764
650,0.539073105652992
652,0.7333333333333334
654,0.46955403104429944
655,0.3706518971224853
656,0.34667885877563304
657,0.4640208413988902
659,0.30337462898438505
660,0.31255504352278546
661,0.5161679206566347
662,0.4697222804077643
664,0.39224991860214603
665,0.4061992377985783
666,0.5255964454747416
667,0.4371146901632241
668,0.5640810547107399
670,0.3004242632725605
671,0.548975274345715
672,0.6458768873403019
673,0.34388800789056545
674,0.4687626276092122
676,0.33908588482131496
677,0.3574706365985436
679,0.36815100297287334
680,0.39037464705187747
681,0.4490825982912127
683,0.41838023088023085
684,0.42654041150771693
685,0.521086860670194
689,0.3492574695616983
691,0.322233572937507
692,0.4245654326299488
693,0.33445624680592306
694,0.41760546933090065
695,0.6591122077315358
697,0.508123869172148
698,0.5042388232322713
699,0.40328409407356774
700,0.3097072636546321
701,0.5620291246122447
702,0.3263703759833791
703,0.5308804727882094
704,0.4690040650406504
705,0.5732439335887611
706,0.3058328946830689
707,0.34034099298634185
708,0.3782808564702253
709,0.4302461535498243
711,0.2907264304323128
712,0.48230786567500566
713,0.38127880184331797
714,0.300913506003818
715,0.34339366225509066
718,0.3341905179477518
719,0.3876837615343362
720,0.37684507914392973
721,0.6252861952861953
722,0.37428403726504683
723,0.5377748453244279
724,0.32684213470334367
725,0.3416830223385292
726,0.2018488910572416
727,0.36787893268856314
728,0.7087173579109064
729,0.3164879968411403
731,0.3087797497871872
733,0.3781643533481769
734,0.35455747232850315
736,0.34238215710316594
737,0.4423330459915826
738,0.34282407407407406
740,0.511595360428606
741,0.5713704196385317
742,0.48321051437115353
743,0.21169776096336682
744,0.304616162704398
745,0.3892703641378084
746,0.43196672608437314
747,0.5642056690837179
748,0.48517367180465065
749,0.4268225447603013
751,0.3645579601358578
752,0.4190008960573477
753,0.4947798267831564
754,0.47264555581712026
755,0.3769626850068939
757,0.513902356313617
759,0.4990124637340503
760,0.5366784718666439
761,0.3600417186797555
762,0.3101288824973036
763,0.3689272687189354
764,0.6129580291344997
765,0.3561617815777598
767,0.2518370249949197
768,0.44622881991303043
769,0.5680377140974967
770,0.5814050000220212
771,0.5406845078809025
772,0.3819805194805194
774,0.48971479500891263
775,0.6058561808561808
776,0.483923964096201
777,0.49830645574648574
779,0.38391964368087245
780,0.36677490531149065
781,0.39263087595225327
782,0.5150847275847276
784,0.4540576003305253
786,0.34795147708188345
790,0.439865834256874
793,0.5045714396938903
794,0.3689666216647147
795,0.6389496794450354
796,0.3454916261017285
797,0.46431269062317454
798,0.4666666666666666
799,0.318486166492811
800,0.6917212725546059
